Country,Region,DataYear,ClassGrade,Gender,Ageyears,Handed,Height_cm,Footlength_cm,Armspan_cm,Languages_spoken,Travel_to_School,Travel_time_to_School,Reaction_time,Score_in_memory_game,Favourite_physical_activity,Importance_reducing_pollution,Importance_recycling_rubbish,Importance_conserving_water,Importance_saving_energy,Importance_owning_computer,Importance_Internet_access,Left_Footlength_cm,Longer_foot,Index_Fingerlength_mm,Ring_Fingerlength_mm,Longer_Finger_Lefthand,Birth_month,Favorite_Season,Allergies,Vegetarian,Favorite_Food,Beverage,Favorite_School_Subject,Sleep_Hours_Schoolnight,Sleep_Hours_Non_Schoolnight,Home_Occupants,Home_Internet_Access,Communication_With_Friends,Text_Messages_Sent_Yesterday,Text_Messages_Received_Yesterday,Hanging_Out_With_Friends_Hours,Talking_On_Phone_Hours,Doing_Homework_Hours,Doing_Things_With_Family_Hours,Outdoor_Activities_Hours,Video_Games_Hours,Social_Websites_Hours,Texting_Messaging_Hours,Computer_Use_Hours,Watching_TV_Hours,Paid_Work_Hours,Work_At_Home_Hours,Schoolwork_Pressure,Planned_Education_Level,Favorite_Music,Superpower,Preferred_Status,Role_Model_Type,Charity_Donation
USA,MD,2013,"7         ",Female,13,Right-Handed,161,22,5,1,Walk,5,.562,46,Dancing,1000,1000,1000,1000,999,999,22,"Same length",2,2,"Same length",March,Fall,Yes,No,"Rice/Noodle dishes","Soft drink (non-caffeinated)",Music,7,9,4,"Yes - broadband connection","Text messaging",200,180,8,2,2,8,2,2,2,2,2,5,0,1,"A lot","Graduate degree",Pop,Telepathy,Happy,Other,"Arts, culture, sports"
USA,GA,2013,"6         ",Female,12,Right-Handed,,,,2,Bus,20,,,Soccer,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,WI,2016,"7         ",Female,12,Right-Handed,159,23,156,2,Car,4,0.254,37,Gymnastics,642,572,668,636,807,1000,23,"Same length",85,70,"Ring finger",November,Summer,No,,Desserts,Water,Art,8,6,5,"Yes - broadband connection","Text messaging",,,,,,,,,,,,,,,,,,,,,
USA,WI,2013,"8         ",Female,13,Right-Handed,159,24,155,2,Bus,15,0.477,82,Gymnastics,615,326,219,749,850,941,24,"Same length",90,91,"Ring finger",May,Winter,Yes,No,"No favorite",Water,Art,7,5,4,"Yes - other","Text messaging",5,7,4,2,3,2,6,1,5,4,6,7,0,2,"A lot","Graduate degree",Pop,Fly,Happy,Relative,Health
USA,AZ,2016,"6         ",Female,11,Right-Handed,149,22,149,1,Bus,10,0.35,84,Other,400,600,800,700,900,1000,23,"Left foot",70,60,"Index finger",July,Summer,Yes,No,Meat,Milk,Art,7,9,7,"Yes - other","Text messaging",6,9,34,3,2,5,3,4,3,7,8,13,0,3,"Very little","Graduate degree",Techno/Electronic,"Freeze time",Happy,Relative,Health
USA,NC,2014,"7         ",Female,13,Right-Handed,159,20,161,0,Bus,25,899,11,Other,540,663,364,64,326,449,20,"Same length",67,6,"Same length",October,Summer,Yes,No,Breads/Sandwiches,"Sports drink","Physical education",7,3,12,"Yes - other","Myspace, Facebook, other social networking sites, or blog",74,75,24,24,12,20,24,10,24,24,24,19,15,15,"A lot","Less than high school","Rap/Hip hop",Invisibility,Rich,"Sports person",Other
USA,IN,2016,"6         ",Female,11,Right-Handed,155,24,159,1,Bus,10,0.438,48,None,471,508,588,471,1000,305,23.5,"Right foot",70.5,60.5,"Index finger",June,Winter,No,No,Pizza/Pasta,Juice,Science,8,9,3,"Yes - other","Text messaging",0,0,0,1,3,5,1,8,0,0,6,6,2,2,"Very little","Graduate degree","Heavy metal",Fly,Happy,Other,"Wildlife, animals"
USA,NY,2015,"6         ",Female,11,Left-Handed,148,20,145,1,Bus,15,.906,37,Other,503,503,96,508,802,813,21,"Same length",40,60,"Ring finger",August,Summer,No,No,Meat,Juice,Art,11,9,6,"Yes - other","Text messaging",0,0,8,2,1,10,4,0,2,2,2,2,1,1,Some,"Some college",Country,Fly,Happy,Other,"International aid"
USA,CA,2011,"7         ",Female,12,Right-Handed,155,21,135,3,Car,10,0.362,43,Dancing,200,400,800,,800,600,20.5,"Right foot",62,65,"Ring finger",August,Summer,No,No,Pizza/Pasta,Juice,English,8,10,5,"Yes - broadband connection","In person",2,7,8.5,1,4,10,6,1,1,3,5,9,0,1,Some,"Graduate degree",Pop,Fly,Happy,Friend,Health
USA,CA,2015,"6         ",Female,12,Right-Handed,158,19,152,2,Walk,20,0.446,64,Baseball/Softball,695,535,610,390,925,1000,19,"Same length",70,75,"Index finger",March,Winter,No,No,Meat,"Sports drink","Mathematics and statistics",9,11,8,"Yes - broadband connection","In person",0,5,30,6,7,21,16,0,21,1,21,10,0,7,Some,"Some college",Pop,"Freeze time",Happy,"Coach or club leader","Arts, culture, sports"
USA,IN,2016,"8         ",Female,14,Right-Handed,156,26,154,1,Car,10,.689,60,Other,900,800,950,300,250,1000,25,"Right foot",70,70,"Same length",January,Summer,No,No,Poultry,Water,Science,6,6,5,"Yes - broadband connection","Text messaging",250,300,62,6,3,10,8,0,40,40,30,36,2,2,Some,"Graduate degree",Pop,Telepathy,Happy,"Business person",Health
USA,IN,2016,"7         ",Female,13,Right-Handed,5,3,5,1,Boat,5,40,30,Soccer,,,,,,,5,"Left foot",3,6,"Ring finger",March,Winter,Yes,No,Meat,"Soft drink (caffeinated)",Science,7.5,9,4,"Yes - broadband connection","Text messaging",1000,1000,,,,,,,,,,,,,None,"Graduate degree",Reggae,Invisibility,Healthy,Relative,Religious
USA,MA,2015,"8         ",Female,14,Right-Handed,162,23,160,1,Car,7,4.593,51,Soccer,400,800,800,700,900,1000,23,"Same length",7,8,"Ring finger",January,Summer,Yes,No,Pizza/Pasta,Juice,Art,7,11,4,"Yes - other","Text messaging",250,200,16,2,15,30,7,1,32,32,10,17,0,3,Some,"Graduate degree",Pop,Invisibility,Happy,Relative,"International aid"
USA,CO,2016,"7         ",Female,12,Right-Handed,5,7,8,2,Walk,30,0.954,46,"Table Tennis",0,503,390,0,1000,1000,24,"Same length",,,,February,Summer,No,No,"Rice/Noodle dishes","Soft drink (caffeinated)",Other,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,NY,2014,"6         ",Female,13,Right-Handed,4.7,256,80,2,Walk,45,1.987,66,"Table Tennis",663,866,1000,1000,455,256,256,"Same length",12,11,"Ring finger",March,Summer,Yes,No,Desserts,Juice,"Mathematics and statistics",8,10,4,"Yes - other","Text messaging",5,7,4,1,1,24,1,1,3,4,2,4,1,3,Some,"Some college",Reggae,Telepathy,Happy,"Doctor or nurse",Health
USA,WA,2016,"6         ",Female,11,Right-Handed,151,24,158,3,Car,"5 ",0.469,"82 ",Swimming,,,,,,,23,"Left foot",85,90,"Ring finger",January,Winter,No,No,Meat,Water,Geography,9,12,3,"Yes - other","In person",0,400,7,1,2,4,1,0,2,1,1,4,1,0,"Very little",Other,Pop,Invisibility,Happy,Other,"International aid"
USA,CA,2011,"7         ",Female,12,Right-Handed,153,24,149,1,Bus,60,0.14,52,Baseball/Softball,749,647,642,,102,102,23,"Right foot",80,70,"Index finger",July,Summer,No,No,"No favorite",Water,Science,9,11,4,"Yes - broadband connection","Text messaging",10,8,14,5,5,20,14,3,12,16,12,10,0,2,Some,"Graduate degree","Rap/Hip hop",Fly,Happy,Relative,"International aid"
USA,WA,2016,"6         ",Female,12,Right-Handed,153,23,27,4,Car,15,15,23,Tennis,6,2,1,6,4,6,21,"Right foot",11,13,"Index finger",June,Summer,Yes,No,Other,Water,"Physical education",8,5,4,"No internet connection","Cell phone",29,121,5,1,1,3,2,0,1,0,0,3,2,1,"A lot","Graduate degree",Pop,"Freeze time",Happy,Relative,Health
USA,CA,2012,"7         ",Female,12,Right-Handed,149.9,21,160,2,Car,25,0.531,51,Dancing,100,50,1000,1000,0,25,20,"Right foot",6.3,6.5,"Ring finger",July,Summer,No,No,Fruit,Water,Other,9,9,12,"Yes - dial-up connection","Text messaging",2,1,35,5,10,168,16,2,0,5,3,10,0,12,Some,Other,"Rap/Hip hop",Telepathy,Happy,Teacher,Health
USA,CA,2015,"6         ",Female,11,Right-Handed,,,,1,Car,15,,,Soccer,,,,,,,23,"Same length",7,"7 ",,September,Summer,No,No,"Rice/Noodle dishes",Water,Music,8,2,5,"Yes - dial-up connection","Text messaging",4,15,5,0,2,5,2,1,0,3,8,1,0,1,Some,"Graduate degree",Classical,Telepathy,Happy,Friend,"Wildlife, animals"
USA,IL,2014,"6         ",Female,12,Right-Handed,153,22,150,1,Car,3,0.558,36,Dancing,701,904,305,594,102,102,22,"Same length",75,70,"Index finger",March,Winter,No,No,Desserts,Water,"Social studies",7,5,5,"Yes - other","In person",20,19,"3 ",5,12,6,7,10,8,5,12,4,0,3,Some,"Some college",Other,Invisibility,Happy,"Musician or singer","International aid"
USA,CA,2015,"6         ",Female,12,Right-Handed,158,28,156,1,Bus,"20 ",0.389,53,Soccer,701,374,720,332,786,590,28,"Same length",30,40,"Ring finger",October,Fall,No,No,Seafood,Milk,English,9,9,3,"Yes - broadband connection","Cell phone",0,2,2,1,6,2,6,0,0,1,5,2,0,1,"Very little","Graduate degree",Pop,Telepathy,Happy,Friend,"Education/Youth development"
USA,FL,2015,"7         ",Female,12,Right-Handed,163,95,165,1,Car,25,0.751,45,Soccer,400,350,500,500,550,900,100,"Left foot",275,300,"Index finger",August,Fall,No,No,Desserts,Water,History,"6 ",7,7,"Yes - broadband connection","Text messaging",62,65,50,0,4,19,12,2,30,15,50,40,0,2,Some,"Graduate degree",Pop,Telepathy,Happy,"Coach or club leader","Wildlife, animals"
USA,AR,2016,"7         ",Female,13,Right-Handed,166,23,164,1,Bus,15,0.591,49,Other,,,,,,,21,"Right foot",70,70,"Same length",September,Summer,Yes,No,"No favorite",Water,"Physical education",7,12,5,"Yes - other","In person",0,0,12,0,1,7,2,3,2,0,24,8,0,3,"Very little","Graduate degree",Gospel,"Super strength",Healthy,"Coach or club leader",Religious
USA,OH,2015,"8         ",Female,13,Right-Handed,,,,2,Car,20,2.032,41,,,,,,,,,"Right foot",,,"Same length",,Fall,No,No,Meat,"Soft drink (caffeinated)",History,8,11,4,"Yes - broadband connection","Text messaging",0,0,8,8,8,8,8,8,8,8,8,8,8,1,"Very little","Graduate degree",Pop,Telepathy,Happy,"Religious figure",Religious
USA,IA,2016,"7         ",Female,13,Right-Handed,161,25,162,1,Bus,20,0.387,74,Baseball/Softball,1000,1000,503,497,0,0,25,"Same length",85,87,"Ring finger",November,Summer,No,No,Meat,"Soft drink (caffeinated)","Mathematics and statistics",5,7,5,"Yes - broadband connection","Internet chat or instant messaging",10,,60,10,0,110,110,0,0,60,110,0,0,10,None,"Graduate degree",Country,Invisibility,Happy,Other,Health
USA,PA,2012,"6         ",Female,12,Left-Handed,165.1,19,172.7,1,Car,15,0.204,75,Skateboarding/Rollerblading,1000,1000,1000,1000,1000,1000,19,"Left foot",8.8,8.8,"Same length",December,Winter,No,No,Other,Juice,Art,8,12,4,"Yes - other","Text messaging",500,500,10,10,0,0,0,10,10,10,10,10,10,10,"Very little","High school","Rap/Hip hop",Fly,Famous,Friend,Health
USA,CA,2015,"6         ",Female,11,Right-Handed,161,23.5,71,2,Car,10,0.491,47,Soccer,1000,999,100,2,0,0,23.5,"Same length",70,70,"Same length",July,Summer,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,WI,2015,"7         ",Female,12,Left-Handed,162,"24 ",177,2,Bus,30,0.386,56,Other,1000,1000,1000,1000,0,0,22,"Right foot",80,70,"Index finger",October,Fall,Yes,No,Soups,Juice,Other,9,11,5,"Yes - other","Myspace, Facebook, other social networking sites, or blog",40,40,4,1,1,0,2,2,2,2,2,1,1,1,"A lot",Other,Pop,"Freeze time",Healthy,Other,Other
USA,IL,2013,"6         ",Female,12,Right-Handed,160,24,169,1,Car,5,0.743,38,Soccer,750,800,500,1000,960,100,25,"Left foot",96,108,"Ring finger",December,Fall,No,No,Breads/Sandwiches,Water,"Social studies",8,11,4,"Yes - broadband connection","Text messaging",67,68,5,1,4,3,7,1,0,4,3,2,0,2,"Very little","Graduate degree",Pop,Telepathy,Happy,"Coach or club leader","International aid"
USA,IL,2016,"6         ",Female,12,Right-Handed,158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,AR,2016,"6         ",Female,11,Right-Handed,146,20,130,1,Car,"5 ",0.398,59,Swimming,1000,529,449,733,128,995,20,"Same length",80,70,"Index finger",June,Summer,Yes,No,Meat,Milk,"Social studies",8,7,7,"Yes - broadband connection","In person",10,6,"1 ",30,1,10,1,30,0,0,1,2,0,0,Some,"Undergraduate degree",Other,Fly,Healthy,Other,Health
USA,MD,2016,"6         ",Female,11,Right-Handed,156,22,156,3,Bus,20,0.301,31,Other,1000,1000,1000,1000,0,0,21,"Right foot",72,81,"Ring finger",August,Winter,No,No,"No favorite",Water,"Mathematics and statistics",7,8,4,"Yes - broadband connection","In person",0,0,10,0,28,1,3,0,0,0,7,0,0,35,"Very little","Graduate degree",Pop,Telepathy,Healthy,Relative,"International aid"
USA,CA,2016,"7         ",Female,12,Right-Handed,148.5,22,152.5,2,Car,4,0.568,32,Athletics,508,503,401,310,0,0,22,"Same length",56,60,"Ring finger",June,Summer,No,Yes,Other,Water,Other,8,7,4,"Yes - other","Cell phone",55,55,20,1,5,0,5,0,0,1,5,8,0,2,"Very little","Graduate degree",Pop,Telepathy,Happy,Other,Health
USA,WI,2014,"8         ",Female,14,Right-Handed,,,,1,Car,15,0.947,32,None,1000,50,1000,1000,1000,1000,7,"Same length",3,3,"Index finger",December,Summer,Yes,Yes,Poultry,Water,Music,8,6,4,"Yes - other","Internet chat or instant messaging",50,50,8,0,0,3,0,8,10,10,9,0,0,0,Some,"High school",Pop,Invisibility,Rich,"Musician or singer",Other
USA,IL,2014,"8         ",Female,14,Left-Handed,170,24,176,1,Car,10,0.447,57,Swimming,500,100,50,1000,1000,500,25,"Left foot",70,75,"Ring finger",November,Spring,Yes,No,Seafood,Water,Music,8,10,3,"Yes - broadband connection","In person",0,0,5,1,9,12,2,0,0,0,3,15,1,1,"A lot","Graduate degree",Classical,"Freeze time",Happy,Relative,Health
USA,CO,2016,"7         ",Female,13,Right-Handed,143,23,142,1,Bus,45,.4444,48,Soccer,100,100,100,100,100,1000,22,"Right foot",60,60,"Same length",December,Summer,Yes,No,Desserts,Water,Art,9,10,3,"Yes - broadband connection","Text messaging",10,10,4,1,8,4,5,1,1,2,1,1,0,0,"Very little","Graduate degree",Pop,Invisibility,Happy,"Sports person",Health
USA,NY,2015,"7         ",Female,12,Right-Handed,5,,,2,Bus,30,.555,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,RI,2013,"7         ",Female,13,Right-Handed,143,21,148,1,Car,13,0.522,74,Soccer,550,500,600,900,400,500,22,"Left foot",90,65,,December,Summer,No,Yes,Vegetables,Water,Art,6,9,4,"Yes - dial-up connection","Text messaging",150,200,25,6,4,4,12,3,5,6,4,5,0,4,"Very little","Graduate degree",Other,Fly,Happy,"Sports person","Wildlife, animals"
USA,MA,2016,"8         ",Female,13,Right-Handed,165.1,27,150,1,Car,8,1.205,52,Other,250,250,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,MA,2016,"6         ",Female,11,Right-Handed,160,17.5,153,1,Car,10,0.009,49,Dancing,500,750,900,990,200,300,17.5,"Same length",70,70,"Same length",July,Summer,No,No,Seafood,Water,"Physical education",11,13,2,"Yes - broadband connection","Text messaging",500,750,10,1,3,4,25,0,7,8,3,1,4,0,"Very little","Graduate degree",Pop,"Freeze time",Rich,Relative,"Education/Youth development"
USA,NY,2014,"6         ",Female,12,Right-Handed,160,24,152,1,Car,15,1.263,50,Dancing,500,300,600,400,800,900,24,"Same length",60,55,"Index finger",February,Fall,No,No,Pizza/Pasta,Juice,Art,7,10,6,"Yes - other","Text messaging",205,340,35,14,14,56,21,21,21,21,21,7,0,7,Some,Other,Pop,Fly,Famous,Friend,Health
USA,NY,2014,"6         ",Female,11,Ambidextrous,159,24,152,2,Car,3,.84,56,Swimming,,,,,,,25,"Left foot",80,80,"Same length",May,Spring,No,No,Desserts,Tea,Music,8,9,3,"Yes - broadband connection","Text messaging",15,20,10,2,5,15,9,8,3,3,14,7,0,0,None,"Some college",Classical,Telepathy,Happy,Actor,"Arts, culture, sports"
USA,IL,2014,"8         ",Female,14,Right-Handed,164,21,173,1,Bus,10,0.537,43,Soccer,100,95,90,75,50,100,21,"Same length",70,65,"Index finger",September,Fall,No,No,Pizza/Pasta,Juice,"Mathematics and statistics",7,10,9,"Yes - other","Text messaging",8,15,6,2,6,5,10,4,3,4,2,4,10,4,Some,"Graduate degree","Rap/Hip hop",Invisibility,Healthy,Friend,"Education/Youth development"
USA,MA,2014,"6         ",Female,11,Left-Handed,159,22,150,1,Car,10,0.342,50,Other,500,500,500,750,1000,1000,22,"Same length",8,9,"Ring finger",March,Summer,Yes,No,Fruit,"Sports drink",Art,10,11,4,"Yes - other","Text messaging",0,10,5,3,"10 ",12,6,21,7,10,5,9,0,6,Some,Other,Pop,Invisibility,Happy,Actor,"Wildlife, animals"
USA,NY,2013,"8         ",Female,13,Left-Handed,163,"27 ",157,1,Car,7,.9,47,Other,400,400,300,400,600,750,25,"Right foot",80,75,"Index finger",September,Spring,No,No,Pizza/Pasta,Water,Science,8,10,3,"Yes - other","Text messaging",25,25,12,2,10,5,13,0,7,5,8,9,0,4,Some,"Graduate degree",Pop,"Freeze time",Happy,Relative,Health
USA,TN,2016,"6         ",Female,11,Ambidextrous,"150 ",24,150,2,Car,16,0.408,42,Baseball/Softball,802,990,10000,789,500,765,24,"Same length",68,75,"Ring finger",July,Summer,No,No,Pizza/Pasta,Water,"Mathematics and statistics",8,12,7,"Yes - other","Cell phone",200,400,24,1,10,72,8,1,5,6,2,2,0,6,"A lot","Graduate degree",Pop,"Freeze time",Healthy,Friend,"Wildlife, animals"
USA,NY,2015,"6         ",Female,12,Right-Handed,166,25,176,1,Bus,20,0.381,50,Basketball,1000,1000,1000,1000,0,0,27,"Left foot",76,80,"Ring finger",April,Summer,No,No,Pizza/Pasta,Tea,Art,9,8,5,"Yes - other","Text messaging",4,3,3,1,1,1,3,3,1,2,4,1,0,4,Some,"Graduate degree",Pop,"Freeze time",Healthy,"Musician or singer",Health
USA,WI,2013,"8         ",Female,14,Right-Handed,171,24,180,1,Car,5,.25,60,Cycling,500,500,600,400,600,600,24,"Right foot",90,95,"Ring finger",September,Winter,No,No,Meat,Tea,"Physical education",8,8,3,"Yes - other","Text messaging",105,126,14,3,1,20,20,1,1,9,2,10,8,3,Some,"Graduate degree","Rock and roll",Fly,Healthy,Other,Other
USA,MD,2015,"7         ",Female,13,Right-Handed,154.4,7,53,2,,25,0.907,59,Soccer,1000,100,1000,1000,1000,1000,7,"Same length",6,6.5,"Ring finger",October,Fall,No,No,Other,"Powdered drink","Computers and technology",8,6,7,"Yes - broadband connection","Text messaging",5000,5000,3,5,1,0,3,7,10,24,12,10,5,2,,Other,Other,Telepathy,Rich,"Doctor or nurse","Wildlife, animals"
USA,GA,2013,"6         ",Female,12,Right-Handed,161,25,173,1,Bus,15,0.889,37,Other,973,882,626,850,112,262,25,"Same length",80,70,"Index finger",February,Spring,No,No,Desserts,Water,Music,10,9,5,"Yes - broadband connection","In person",4,5,1,1,2,3,2.5,1,2,3,2,2,0,1,Some,"Graduate degree",Pop,Fly,Happy,Relative,"Arts, culture, sports"
USA,WI,2013,"8         ",Female,14,Right-Handed,154,24,152,1,Bus,10,.484,41,Swimming,800,800,800,800,500,500,23,"Right foot",63,67,"Ring finger",December,Spring,No,No,Fruit,Water,Music,7,11,5,"Yes - broadband connection","Text messaging",60,65,4,1,6,4,6,1,3,6,3,4,0,2,Some,"Graduate degree",Pop,Telepathy,Happy,"Musician or singer","International aid"
USA,NC,2014,"7         ",Female,12,Right-Handed,0,,,3,Car,3,.622,50,Running/Jogging,80,80,1000,1000,20,900,21,"Same length",,,,October,Fall,No,Yes,"No favorite",Milk,History,7,12,4,"Yes - other","Text messaging",0,0,24,2,1,4,1,4,2,816,816,816,0,0,,,,,,,
USA,WI,2016,"7         ",Female,12,Right-Handed,150,21,152,1,Car,40,.538,78,Gymnastics,75,75,25,50,50,50,51,"Same length",8,6,"Index finger",June,Summer,No,No,Salads,Water,English,6,8,5,"Yes - other","Internet chat or instant messaging",20,15,60,1,8,5,15,1,5,0,8,1,1,4,"A lot","Some college","Rap/Hip hop",Telepathy,Happy,"Sports person","Wildlife, animals"
USA,MA,2016,"8         ",Female,13,Right-Handed,155,24,158,1,Car,5,.742,54,"Hockey (Ice)",5000,7000,7000,7000,4000,4000,24,"Same length",70,73,"Ring finger",August,Summer,No,No,Salads,Juice,Other,9,7,6,"Yes - other","Text messaging",50,50,50,25,25,60,45,20,75,55,75,60,0,50,"A lot","Graduate degree",Pop,"Freeze time",Happy,Relative,Health
USA,WI,2017,"8         ",Female,14,Right-Handed,152,26,146,2,Car,20,,,Soccer,999,1000,1000,1000,1000,1000,28,"Left foot",7,6,"Ring finger",August,Summer,No,No,Fruit,"Sports drink","Physical education",7,,4,"Yes - other","Text messaging",1000,1000,30,0,4,3,4,0,4,24,8,2,0,4,Some,"Some college",Pop,Telepathy,Famous,"Sports person",Health
USA,CA,2016,"7         ",Female,12,Right-Handed,163,6.7,160.5,2,Car,17,0.375,43,Other,700,700,800,800,400,1000,6.8,"Left foot",60,62,"Ring finger",July,Spring,No,No,Other,Water,Art,7,9,5,"Yes - broadband connection","Internet chat or instant messaging",37,41,30,2,19,21,8,35,10,2,70,1,0,1,"Very little",Other,Other,Fly,Healthy,Other,"International aid"
USA,WI,2014,"8         ",Female,13,Right-Handed,165,23,165,1,Bus,15,0.692,66,Dancing,250,250,300,200,400,500,23,"Same length",70,70,"Same length",February,Fall,No,No,"No favorite","Soft drink (non-caffeinated)",Art,7.5,9.5,4,"Yes - broadband connection","Text messaging",50,50,48,.2,3,7,15.5,.5,8,48,5,7,0,2,"Very little","Graduate degree",Pop,Telepathy,Happy,Other,Health
USA,MD,2016,"6         ",Female,12,Right-Handed,154,24,154,1,Bus,15,.274,51,Soccer,840,754,690,561,337,422,23,"Right foot",88,72,"Index finger",March,Spring,No,No,Fruit,Milk,Art,9,11,4,"Yes - broadband connection","In person",10,10,3,1,7,2,3,1,0,2,5,7,0,0,Some,"Graduate degree",Pop,Invisibility,Happy,Relative,"Wildlife, animals"
USA,NC,2013,"8         ",Female,13,Right-Handed,149,23,152.4,2,Bus,5,.411,63,Soccer,1000,995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,RI,2013,"6         ",Female,12,Right-Handed,169,23,167,1,Bus,20,0.426,50,None,800,200,45,999,10000,10000,24,"Left foot",65,70,"Ring finger",September,Summer,No,No,Seafood,Juice,Art,8,9,3,"Yes - broadband connection","Text messaging",150,100,48,3,1,1,0,0,100,100,3,0.5,0,0,Some,"Graduate degree",Pop,Telepathy,Happy,"Musician or singer","Wildlife, animals"
