Country,Region,DataYear,ClassGrade,Gender,Ageyears,Handed,Height_cm,Footlength_cm,Armspan_cm,Languages_spoken,Travel_to_School,Travel_time_to_School,Reaction_time,Score_in_memory_game,Favourite_physical_activity,Importance_reducing_pollution,Importance_recycling_rubbish,Importance_conserving_water,Importance_saving_energy,Importance_owning_computer,Importance_Internet_access,Left_Footlength_cm,Longer_foot,Index_Fingerlength_mm,Ring_Fingerlength_mm,Longer_Finger_Lefthand,Birth_month,Favorite_Season,Allergies,Vegetarian,Favorite_Food,Beverage,Favorite_School_Subject,Sleep_Hours_Schoolnight,Sleep_Hours_Non_Schoolnight,Home_Occupants,Home_Internet_Access,Communication_With_Friends,Text_Messages_Sent_Yesterday,Text_Messages_Received_Yesterday,Hanging_Out_With_Friends_Hours,Talking_On_Phone_Hours,Doing_Homework_Hours,Doing_Things_With_Family_Hours,Outdoor_Activities_Hours,Video_Games_Hours,Social_Websites_Hours,Texting_Messaging_Hours,Computer_Use_Hours,Watching_TV_Hours,Paid_Work_Hours,Work_At_Home_Hours,Schoolwork_Pressure,Planned_Education_Level,Favorite_Music,Superpower,Preferred_Status,Role_Model_Type,Charity_Donation
USA,WI,2013,"8         ",Female,14,Right-Handed,166,25,174,1,Bus,20,0.417,71,Basketball,500,900,1000,1000,600,9000,26,"Left foot",98,102,"Ring finger",July,Fall,No,No,Fruit,Water,Art,7,9,5,"Yes - other","Text messaging",5,5,50,1,7,80,95,1,5,10,2,20,1,3,Some,"Graduate degree",Country,Fly,Happy,Relative,Health
USA,TN,2016,"6         ",Female,12,Left-Handed,161,22,155,1,Bus,15,0.507,63,Basketball,1000,500,600,0,800,1000,22,"Same length",90,90,"Same length",March,Summer,Yes,No,Desserts,"Soft drink (caffeinated)","Mathematics and statistics",7,4,5,,"Cell phone",78,60,0,10,1,3,2,4,11,7,24,1,2,1,None,"Graduate degree","Rap/Hip hop",Telepathy,Famous,"Musician or singer","Wildlife, animals"
USA,WI,2015,"7         ",Female,12,Right-Handed,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,DC,2010,"8         ",Female,13,Right-Handed,152,22.2,162,1,Walk,2,0.46,0.58,Athletics,567,738,1000,,5,11,22,"Same length",9,10,"Ring finger",September,Summer,No,No,Other,Other,"Physical education",6,5,4,"Yes - broadband connection","Cell phone",25,17,5,1,3,9,3,2,3,1,5,12,3,1,"A lot","Graduate degree","Rap/Hip hop",Invisibility,Famous,Actor,"Wildlife, animals"
USA,MD,2014,"7         ",Female,13,Right-Handed,150,21,63,1,Bus,5,0.522,142,Other,100,50,3,3,1000,1000,21,"Same length",8.5,6,"Index finger",July,Summer,Yes,No,Salads,"Soft drink (caffeinated)",English,7,8,4,"Yes - other","Text messaging",50,4,4,1,1,3,1,2,3,5,10,1,8,2,Some,"Some college",Pop,Invisibility,Happy,Actor,Health
USA,MA,2016,"8         ",Female,13,Left-Handed,160,21,163,1,Bus,15,.33,49,Gymnastics,1000,900,1000,1000,500,1000,22,,2.5,.7,"Ring finger",February,Summer,No,No,"Rice/Noodle dishes",Coffee,Art,7,5,4,"Yes - other","Myspace, Facebook, other social networking sites, or blog",250,1000,10,8,5,5,2,1,20,9,18,15,0,8,"A lot","Graduate degree",Pop,Telepathy,Happy,Relative,"Arts, culture, sports"
USA,WI,2016,"8         ",Female,13,Left-Handed,59,24,59,2,,15,0.734,57,Other,1000,600,1000,1000,0,9000,24,"Same length",80,70,"Index finger",August,Summer,Yes,No,Seafood,"Soft drink (caffeinated)",English,8,10,6,"Yes - other","Myspace, Facebook, other social networking sites, or blog",30,54,5,0,1,0,0,0,2,2,2,1,0,3,Some,"Graduate degree",Country,"Freeze time",Rich,"Religious figure","Wildlife, animals"
USA,NY,2015,"7         ",Female,13,Right-Handed,157.5,24,155,1,Car,5,0.456,41,None,503,701,342,620,1000,1000,24,"Same length",72,60,"Ring finger",March,Fall,No,No,Pizza/Pasta,"Powdered drink",Art,9,12,5,"Yes - other",,0,0,3,0,5,1.5,0,18,2,1,18,9,0,1,Some,"Some college",Other,Fly,Healthy,Other,"Wildlife, animals"
USA,DC,2011,"6         ",Female,11,Right-Handed,161,25,162,1,Car,10,0.421,40,Running/Jogging,203,503,422,,203,310,23,"Right foot",75,75,"Same length",December,Summer,Yes,No,Pizza/Pasta,"Soft drink (non-caffeinated)","Mathematics and statistics",7,11,3,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",8,16,9,1,3,5,2,4,2,1,4,7,1,2,"Very little","Graduate degree","Rhythm and blues (R&B)","Freeze time",Rich,Relative,Environment
USA,CA,2012,"7         ",Female,13,Right-Handed,166.3,2.4,165,1,Car,45,0.758,47,Dancing,,,,,,,2.4,"Same length",70,80,"Same length",September,Summer,No,No,Salads,"Soft drink (caffeinated)",Science,8,10,4,"Yes - other","Text messaging",50,50,4,1,2,4,6,4,3,6,4,5,1,1,"A lot","Graduate degree",Pop,Fly,Happy,"Sports person",Health
USA,NC,2014,"7         ",Female,12,Right-Handed,173,22,155,1,Bus,30,0.362,,"Football (American)",9,9,10,10,9,9,20,"Right foot",6,7,"Ring finger",September,Summer,Yes,No,"No favorite","Sports drink","Physical education",8,0,2,"Yes - other","Text messaging",0,1,0,0,1,2,3,1,1,1,1,1,3,1,None,"Graduate degree","Rap/Hip hop",Invisibility,Healthy,Relative,"Wildlife, animals"
USA,NC,2014,"7         ",Female,12,Right-Handed,173,22,155,1,Bus,30,0.362,,"Football (American)",9,9,10,10,9,9,20,"Right foot",6,7,"Ring finger",September,Summer,Yes,No,"No favorite","Sports drink","Physical education",8,0,2,"Yes - other","Text messaging",0,1,0,0,1,2,3,1,1,1,1,1,3,1,None,"Graduate degree","Rap/Hip hop",Invisibility,Healthy,Relative,"Wildlife, animals"
USA,NC,2016,"6         ",Female,12,Right-Handed,160,21,149,1,Bus,15,0.484,44,Soccer,70,0,1000,1000,1000,1000,21,"Same length",8,5,"Same length",August,Summer,,No,Poultry,Tea,"Physical education",8,0,6,"Yes - other","Internet chat or instant messaging",100,100,0,0,0,0,1,13,24,24,24,3,0,24,Some,"Some college",Pop,Telepathy,Rich,Friend,Health
USA,CO,2015,"6         ",Female,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,IL,2014,"6         ",Female,12,Right-Handed,177,24,171,1,Walk,10,0.308,36,Swimming,250,450,450,750,750,750,23.5,"Right foot",80,88,"Ring finger",January,Summer,Yes,No,Pizza/Pasta,Milk,"Mathematics and statistics",9,7,4,"Yes - broadband connection","Cell phone",0,0,3,2,15,10,2,.5,0,1.5,25,9,0,3,"Very little","Graduate degree",Pop,Fly,Happy,Actor,Other
USA,OH,2016,"8         ",Female,13,Right-Handed,152,21,64,1,Car,15,.388,59,Swimming,200,300,200,200,600,900,21,"Same length",65,60,"Index finger",October,Winter,No,No,"Rice/Noodle dishes",Water,Science,8,11,4,"Yes - broadband connection","In person",1,6,10,0,7,5,6,1,.5,.1,14,2,0,1,Some,"Graduate degree",Pop,"Freeze time",Happy,Actor,"International aid"
USA,RI,2013,"6         ",Female,12,Right-Handed,163,105,161,1,Car,5,0.373,39,Swimming,200,1000,1000,1000,1000,1000,105,"Same length",85,85,"Same length",December,Winter,No,No,Meat,Juice,English,5,,,,,,,,,,,,,,,,,,,,,,,,,
USA,RI,2013,"8         ",Female,14,Right-Handed,168,22,165,1,Bus,25,0.49,25,Baseball/Softball,500,600,870,700,100,100,22,"Same length",70,75,"Ring finger",December,Summer,No,No,Meat,"Soft drink (caffeinated)","Social studies",8,4,5,"Yes - other","Text messaging",40,50,20,10,20,20,30,10,10,30,10,30,0,0,None,"Graduate degree","Rap/Hip hop",Fly,Famous,Relative,Health
USA,AZ,2015,"7         ",Female,14,Right-Handed,157,16,148,2,Bicycle,12,,,Basketball,600,300,500,1000,700,800,26,"Left foot",7,8,"Ring finger",March,Fall,No,No,Meat,Juice,Art,10,13,3,"No internet connection","Cell phone",80,96,20,5,0,30,15,20,10,50,20,30,0,30,"Very little","High school",Pop,Fly,Happy,Friend,"Arts, culture, sports"
USA,GA,2011,"6         ",Female,11,Right-Handed,165,24,,1,Walk,15,0.344,55,Gymnastics,1000,600,450,,950,952,25,"Same length",8,8.5,"Ring finger",February,Fall,No,No,Seafood,"Sports drink",Other,5,12,4,"Yes - other","Cell phone",0,0,2,5,1,7,3,0,2,6,2,15,0,1,Some,"Graduate degree",Techno/Electronic,Telepathy,Famous,Actor,Environment
USA,CO,2015,"6         ",Female,12,Right-Handed,,,,1,Car,15,0.928,50,Other,1000,990,1000,1000,990,1000,,,,,"Same length",October,Fall,Yes,No,Pizza/Pasta,Tea,Art,8,11,4,"Yes - dial-up connection","Text messaging",30,30,8,3,1,3,0,1,3,3,1,2,1,5,"A lot","Some college",Country,"Freeze time",Healthy,Friend,"Education/Youth development"
USA,TX,2014,"7         ",Female,13,Right-Handed,155,18,152,2,Car,10,0.862,80,Basketball,1000,900,1000,500,50,800,20,"Right foot",7,6,"Index finger",February,Fall,No,No,Fruit,"Powdered drink",Science,9,4,6,"Yes - other","Text messaging",150,200,5,3,0,3,1,10,0,10,10,1,0,0,"Very little","Graduate degree",Other,"Freeze time",Healthy,"Musician or singer",Health
USA,WI,2016,"7         ",Female,13,Ambidextrous,163,23,149,1,Bus,15,.5,39,Baseball/Softball,500,500,900,400,900,1000,23,"Same length",8,7,"Index finger",January,Summer,No,No,Soups,Water,"Physical education",,9,4,"Yes - broadband connection","Text messaging",10,5,,,,,,,,1,14,0,5,2,,,,,,,
USA,OH,2015,"8         ",Female,13,Right-Handed,173,23,173,1,Bus,45,0.604,70,None,818,902,98,417,1000,1000,23,"Same length",60,65,"Same length",September,Spring,No,No,,,,4,7,10,"Yes - other","Text messaging",1000,50,5,0,1,4,0,0,8,9,7,2,5,1,"A lot","Some college",Country,Invisibility,Happy,"Musician or singer",Other
USA,CA,2016,"7         ",Female,13,Right-Handed,,,,4,Car,5,0.351,48,Dancing,350,450,350,250,1000,1000,,"Right foot",,,"Ring finger",March,Spring,Yes,No,"Rice/Noodle dishes",Water,Science,8,10,4,"Yes - other","Text messaging",150,150,2,1,2,3,1,2,5,5,12,1,0,1,Some,"Graduate degree","Rap/Hip hop",Fly,Happy,"Doctor or nurse","International aid"
USA,RI,2013,"6         ",Female,12,Right-Handed,4.11,24,160,1,Walk,20,1.01,45,Other,1000,1000,1000,1000,024,1000,24,"Same length",90,90,"Same length",September,Summer,No,No,"No favorite",Other,Science,9,11,6,"Yes - other",Telephone,0,0,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,"Very little","Graduate degree","Rap/Hip hop",Invisibility,Famous,Other,"Wildlife, animals"
USA,WI,2016,"7         ",Female,12,Right-Handed,162,24,168,1,Walk,30,0.371,46,Basketball,840,16,289,0,0,1000,24,"Same length",86,86,"Same length",October,Fall,Yes,No,"Rice/Noodle dishes",Water,English,8,4,7,"Yes - broadband connection","Text messaging",30,30,5,6,1,3,1,0,3,4,3,0,40,3,"Very little","Graduate degree",,Fly,Healthy,Friend,Health
USA,WI,2013,"8         ",Female,13,Right-Handed,170,24,165,1,Bus,15,0.464,,Athletics,500,1000,1000,1000,1000,1000,25,"Left foot",80,75,"Ring finger",January,Fall,Yes,No,Seafood,Water,Art,9,11,2,"Yes - other","Text messaging",150,140,4,2,1,1,1,0,0,3,0,0,0,0,Some,"Some college",Pop,"Freeze time",Famous,"Coach or club leader","International aid"
USA,CO,2016,"7         ",Female,12,Right-Handed,63,23,53,2,Car,5,,,Soccer,,,,,,,22,,12,6,,March,Spring,No,No,,Water,"Social studies",10,8,5,,"In person",0,0,1,0,1,10,2,0,0,0,0,1,0,6,"Very little","Some college",Pop,Invisibility,Healthy,Other,
USA,WI,2013,"8         ",Female,13,Right-Handed,169,25,179,1,Bus,35,.52,32,Baseball/Softball,492,513,535,647,957,802,25,"Same length",82,85,"Ring finger",November,Summer,No,No,Fruit,Milk,"Mathematics and statistics",9,6,4,"Yes - broadband connection","Text messaging",50,48,20,4,15,30,18,0,15,38,7,12,0,4,Some,"Graduate degree",Pop,Fly,Healthy,"Doctor or nurse",Health
USA,NC,2016,"6         ",Female,12,Left-Handed,165,26.2,,3,Car,3,0.553,55,Gymnastics,,,,,,,,"Right foot",,,"Ring finger",November,Summer,Yes,No,"No favorite",Tea,Art,9,7,4,"Yes - other","Text messaging",,,1,7,1,3,1,1,0,1,0,1,1,1,Some,"Some college","Rap/Hip hop",Telepathy,Healthy,"Musician or singer","International aid"
USA,CA,2012,"7         ",Female,13,Right-Handed,130,32,43,1,Car,30,.302,40,Dancing,0,0,0,0,1000,1000,20,"Left foot",90,100,"Ring finger",February,Summer,Yes,No,Poultry,"Sports drink",Other,6,10,3,"Yes - other","Text messaging",20,20,1,0,14,0,0,0,0,2,2,0,0,0,"A lot","High school",Pop,"Freeze time",Famous,Other,Health
USA,NY,2015,"7         ",Female,12,Right-Handed,152,22,145,1,Bus,85,0.503,58,Gymnastics,706,850,406,770,658,818,22,"Right foot",76,76,"Ring finger",September,Spring,Yes,No,Salads,Water,"Social studies",7,10,5,"Yes - broadband connection","Text messaging",100,45,70,10,7,100,24,3,8,24,2,100,5,10,Some,"Graduate degree",Pop,,Rich,"Sports person",Health
USA,RI,2013,"6         ",Female,11,Right-Handed,154,23,158,3,Car,3,685,79,Basketball,1000,1000,1000,1000,300,1000,23,"Same length",75,80,"Same length",July,Summer,No,No,Pizza/Pasta,Juice,Science,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,WI,2016,"7         ",Female,13,Right-Handed,152,23,157,1,Bus,75,.286,48,Skateboarding/Rollerblading,556,663,794,909,503,1000,26,"Left foot",70,80,"Ring finger",August,Summer,No,No,Desserts,Milk,"Physical education",7,10,3,"Yes - broadband connection",Other,79,158,84,84,1,21,60,60,60,84,84,20,0,84,"A lot","Some college","Punk rock",Telepathy,Happy,"Musician or singer",Health
USA,FL,2016,"7         ",Female,12,Right-Handed,156,20,154,1,Car,10,,,Other,,,,,,,21,"Same length",70,7,"Same length",December,Spring,Yes,No,Desserts,"Soft drink (caffeinated)",English,7,4,6,"Yes - broadband connection","Text messaging",30,29,21,5,2,6,2,0,9,6,2,8,0,1,"Very little","Graduate degree",Pop,Fly,Happy,Friend,"Wildlife, animals"
USA,PA,2011,"6         ",Female,12,Left-Handed,180,17,150,1,Bus,5,4,10,Basketball,500,70,1000,,700,1000,16,"Right foot",50,60,"Ring finger",August,Fall,No,No,Desserts,"Soft drink (non-caffeinated)","Physical education",9,13,4,"Yes - broadband connection",Telephone,10,6,5,10,3,3,3,3,4,3,5,9,0,0,"Very little","Undergraduate degree","Rap/Hip hop",Invisibility,Happy,Relative,"Wildlife, animals"
USA,KS,2016,"8         ",Female,14,Right-Handed,158,25,165,1,Car,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,MD,2013,"7         ",Female,13,,163,15,122,2,Bus,30,47,100,Other,444,540,198,123,957,1000,15,"Left foot",30,35,"Ring finger",November,Summer,No,No,Seafood,"Soft drink (caffeinated)",Music,8,10,5,"Yes - broadband connection","Text messaging",200,200,123,25,5,50,25,25,50,80,12,10,0,5,"Very little","Graduate degree",Pop,Fly,Famous,"Musician or singer","Arts, culture, sports"
USA,NY,2013,"8         ",Female,13,Right-Handed,180,25,189,1,Bus,35,.742,14,"Hockey (Field)",100,250,200,200,100,450,24,"Right foot",90,80,"Index finger",August,Spring,Yes,No,Meat,Milk,Art,7,9,5,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",0,0,5,.2,10,3,5,4,4,.5,6,8,0,2,"A lot","Graduate degree",Country,Telepathy,Happy,Friend,"Arts, culture, sports"
USA,AR,2016,"8         ",Female,14,Right-Handed,158,21,153,2,,5,.356,32,Dancing,487,626,1000,1000,626,722,21,"Same length",9,7.5,"Index finger",February,Summer,Yes,No,Meat,Juice,"Physical education",8,9,5,"Yes - broadband connection","Text messaging",12,11,48,2,6,20,40,0,36,30,2,2,5,14,Some,"Graduate degree","Rap/Hip hop",Telepathy,Rich,Relative,"Wildlife, animals"
USA,CA,2015,"6         ",Female,11,Right-Handed,152,22,142,3,Car,5,0.581,53,Soccer,1000,1000,1000,1000,0,0,24,,7,7,"Index finger",July,Spring,Yes,No,"No favorite","Sports drink",History,8,9,3,"Yes - broadband connection","In person",2,2,10,0,5,7,5,0,0,0,1,2,3,5,"A lot",Other,Pop,"Freeze time",Happy,Politician,"Arts, culture, sports"
USA,DC,2010,"7         ",Female,12,Right-Handed,160,24,164,1,Car,50,0.37,45,Athletics,1000,900,760,,660,950,24,"Same length",70,65,"Index finger",August,Spring,Yes,No,Seafood,Juice,Art,7,14,2,"Yes - broadband connection","In person",100,120,70,50,21,40,85,3,135,100,150,30,2,5,Some,"Graduate degree","Rap/Hip hop","Freeze time",Happy,Relative,"International aid"
USA,WI,2016,"7         ",Female,12,Right-Handed,149,20.5,43,1,Bus,28,0.641,44,Soccer,800,900,500,600,300,300,20.5,"Same length",80,80,"Same length",July,Summer,No,No,Meat,Water,Art,10,11,6,"Yes - other","Text messaging",9,10,7,0,1,10,2,0,0,1,1,2,0,0,Some,"Graduate degree",Country,Telepathy,Healthy,"Religious figure",Health
USA,NY,2014,"6         ",Female,12,Right-Handed,56,54,30,2,Walk,20,50,70,Bowling,20,100,100,400,29,19,60,"Right foot",11,,"Ring finger",July,Winter,No,No,Seafood,Coffee,"Mathematics and statistics",11,20,6,"Yes - broadband connection",Telephone,7,20,"8 ",4,1,10,0,0,11,12,11,4,3,2,"A lot","Graduate degree",Classical,"Freeze time",Famous,Actor,Health
USA,WI,2014,"6         ",Female,11,Right-Handed,142,20,139,1,Car,15,415,25,Dancing,289,358,91,102,128,267,20,"Same length",65,70,"Ring finger",January,Summer,No,No,Pizza/Pasta,Juice,Music,9,8,7,"Yes - broadband connection","Text messaging",0,0,31,0,4,45,15,5,3,5,3,35,0,5,Some,"Some college",Pop,Invisibility,Famous,Friend,"Wildlife, animals"
USA,DC,2012,"6         ",Female,12,Right-Handed,149,23,143,2,Car,60,1.006,34,Soccer,500,700,900,900,1000,1000,23,"Same length",75,75,"Same length",September,Summer,No,No,"No favorite",Juice,English,8,9,6,"Yes - broadband connection","Text messaging",59,70,8,2,1,3,7,2,2,1,2,1,1,1,"A lot","Graduate degree","Rap/Hip hop",Invisibility,Healthy,Relative,"Wildlife, animals"
USA,AR,2016,"6         ",Female,11,Right-Handed,"148 ",23,118,1,Car,15,0.491,45,Soccer,487,1000,1000,567,128,27,23,"Same length",10,7,"Index finger",July,Summer,Yes,No,Seafood,"Powdered drink","Computers and technology",9,3,3,"Yes - broadband connection","In person",0,0,8,1,0,3,0,0,1,0,2,1,0,1,"Very little","Graduate degree","Rap/Hip hop","Freeze time",Happy,"Religious figure","Wildlife, animals"
USA,VA,2016,"6         ",Female,10,Left-Handed,149,23,149,"1 ",Car,30,0.462,76,Soccer,1000,1000,1000,1000,200,0,22,"Right foot",7,62,"Same length",May,Winter,No,No,Fruit,Water,Science,9,12,4,"Yes - broadband connection","In person",0,0,28,0,9,10,6,4,0,0,4,3,0,2,"Very little","Graduate degree",Jazz,Fly,Happy,Relative,"International aid"
USA,NY,2014,"6         ",Female,11,Right-Handed,150,23,150,2,Car,4,0.916,53,Soccer,1000,1000,999,999,12,0,24,"Left foot",70,70.5,"Ring finger",November,Fall,Yes,Yes,Desserts,Milk,Art,8.5,10,3,"Yes - other","Text messaging",30,35,2,0,3,4,1,1,1,3,6,1,0,.5,"A lot","Graduate degree",Pop,Invisibility,Healthy,Relative,Health
USA,DC,2010,"7         ",Female,12,Right-Handed,147.5,25,155,1,"Rail (Train/Tram/Subway)",30,0.387,42,Basketball,1000,1000,1000,,998,988,25,"Same length",80,70,"Index finger",July,Summer,No,No,Pizza/Pasta,"Sports drink","Mathematics and statistics",7,5,2,"Yes - broadband connection","Text messaging",30,25,8,1,1,1,1,2,1,0,3,6,0,2,"A lot","Graduate degree","Rap/Hip hop",Invisibility,Famous,Actor,Health
USA,IA,2016,"7         ",Female,13,Right-Handed,157,23,154,1,Bus,"45 ",0.663,53,Athletics,1000,1000,1000,1000,16,21,23,"Same length",85,70,"Index finger",February,Summer,No,No,"No favorite",Water,"Physical education",8,9,4,"Yes - broadband connection","In person",0,0,5,0,1,6,9,1,1,1,1,1,5,3,Some,"Some college",Pop,"Freeze time",Healthy,"Coach or club leader",Health
USA,WI,2016,"7         ",Female,12,Right-Handed,162,24,152,1,Bus,56,0.38,35,Athletics,679,182,262,209,342,930,24,"Same length",70,65,"Index finger",September,Fall,Yes,No,Seafood,Tea,Art,5,12,3,"Yes - other","Text messaging",20,45,5,0,3,3,4,0,,2,3,,2,3,Some,"Graduate degree",Other,Telepathy,Rich,Actor,"International aid"
USA,RI,2013,"6         ",Female,12,Right-Handed,145,20,139,1,Bus,7,0.375,57,Gymnastics,900,600,1000,100,800,500,20.5,"Left foot",70,60,"Index finger",June,Summer,Yes,No,Pizza/Pasta,Water,"Mathematics and statistics",8,6,4,"Yes - broadband connection","Text messaging",5,30,6,2,5,3,5,2,3,3,2,3,0,1,Some,"Graduate degree",Pop,Fly,Happy,"Sports person","Wildlife, animals"
USA,CA,2013,"7         ",Female,14,Right-Handed,162.6,24.2,68.5,1,Car,30,2.856,"59 ",Dancing,925,898,909,963,1000,1000,24.1,"Right foot",,80,"Ring finger",October,Winter,No,No,Pizza/Pasta,"Sports drink","Physical education",7,9,4,"Yes - other","Text messaging",200,213,33,1,13,6,3,1,10,59,48,1,0,2,"A lot","Graduate degree",Pop,Invisibility,Famous,Other,"Wildlife, animals"
USA,IL,2014,"6         ",Female,12,Ambidextrous,130,23,117,1,Walk,10,.456,"70 ",Gymnastics,1000,900,1000,800,100,900,25,"Left foot",6,8,"Ring finger",July,Spring,Yes,Yes,Fruit,Water,"Physical education",8,7,6,"Yes - dial-up connection","Text messaging",0,72,7,0,8,7,12,1,2,1,3,3,0,4,"A lot","Graduate degree",Pop,Fly,Happy,Friend,"Wildlife, animals"
USA,CA,2015,"6         ",Female,11,Right-Handed,5,50,300,1,Car,5,0.707,102,Swimming,0,1000,1000,50,0,0,50,,60,60,"Same length",September,Summer,No,No,Pizza/Pasta,Water,Music,,12,4,"Yes - other","In person",0,0,8,0,1,2,3,0,0,0,0,4,0,5,"A lot","Graduate degree",Pop,Invisibility,,Actor,Health
USA,KY,2013,"8         ",Female,14,Right-Handed,22,8,47,1,Bus,6,,,Basketball,70,80,90,96,50,60,90,"Right foot",10,11,"Same length",June,Summer,No,No,Fruit,Water,Art,5,5,5,"Yes - other","Myspace, Facebook, other social networking sites, or blog",17,15,6,4,1,2,6,2,3,5,3,2,2,1,Some,"Graduate degree","Rap/Hip hop","Freeze time",Happy,"Business person",Environment
USA,WI,2016,"7         ",Female,12,Right-Handed,159,22,152,1,Car,3,0.594,53,Basketball,634,546,200,500,900,1000,22,"Same length",9,6,"Index finger",October,Fall,No,No,Meat,Water,"Physical education",5,3,3,"Yes - broadband connection","Text messaging",30,35,10,10,0,15,20,1,10,15,20,5,1,1,"Very little","Undergraduate degree",Country,"Super strength",Rich,"Musician or singer","Wildlife, animals"
USA,WI,2013,"8         ",Female,13,Right-Handed,"160 ",24,169,1,Bus,30,.588,64,Dancing,1000,999,998,1000,2,3,24,"Same length",70,80,"Ring finger",November,Fall,No,No,Pizza/Pasta,Milk,"Computers and technology",8,6,4,"Yes - broadband connection","Text messaging",3,3,1.5,1,3,4,6.5,5,2,2,2,3,0,2,Some,"Graduate degree","Rap/Hip hop",Invisibility,Happy,Other,"Wildlife, animals"
USA,CO,2016,"7         ",Female,13,Left-Handed,161,,162,2,Walk,"7 ",0.341,36,Swimming,,,,,,,,,81,83,"Ring finger",October,Fall,No,No,Seafood,Juice,"Physical education",6,2,7,"Yes - broadband connection","Text messaging",61,59,,,,,,,,,,,,,"Very little","Graduate degree","Rap/Hip hop","Freeze time",Rich,Relative,"Wildlife, animals"
USA,CA,2014,"7         ",Female,12,Right-Handed,163,23,163,2,Car,15,0.437,36,Soccer,50,50,50,50,70,60,22,"Right foot",80,70,"Index finger",July,Summer,No,No,Desserts,Water,"Mathematics and statistics",9,10,4,"Yes - broadband connection","In person",0,0,49,0,0,49,5,6,1,0,2,0,0,0,Some,"Graduate degree",Pop,Fly,Happy,"Doctor or nurse",Health
USA,MT,2015,"6         ",Female,11,Ambidextrous,153,26,145,3,Car,5,.365,47,Basketball,882,963,519,524,900,900,25,"Right foot",80,60,"Index finger",August,Spring,Yes,No,Desserts,Water,"Mathematics and statistics",7,10,5,"Yes - broadband connection","Text messaging",23,8,40,12,3,4,8,2,5,13,13,7,0,6,Some,"Graduate degree",Pop,"Freeze time",Famous,"Religious figure","International aid"
USA,RI,2013,"6         ",Female,11,Right-Handed,4.11,20,145,2,Car,10,6.912,45,Other,1000,1000,1000,1000,0,1000,21,"Left foot",70,40,"Index finger",August,Summer,No,No,"No favorite",Juice,Other,8,11,4,"Yes - other","Text messaging",0,0,1000,1000,1000,1000,1000,1000,0,0,1000,1000,0,1000,Some,"Graduate degree",Other,Telepathy,Famous,"Community leader or elder",Other
USA,WI,2014,"6         ",Female,11,Right-Handed,149,23,54,2,Walk,15,0.594,34,Basketball,513,840,620,337,64,5,23,"Same length",7,8,"Same length",March,Summer,Yes,No,Fruit,Water,"Mathematics and statistics",10,11,4,"Yes - other","Text messaging",6,5,12,0,1,12,5,5,0,12,5,5,0,5,None,"Undergraduate degree","Rap/Hip hop",Invisibility,Happy,Relative,Other
USA,FL,2016,"7         ",Female,12,Right-Handed,167.6,22.98,152.4,2,Other,20,,,Other,500,500,500,500,100,900,23.11,"Left foot",77.21,52.07,"Index finger",February,Winter,No,No,Poultry,Water,History,7.5,10,5,"Yes - broadband connection","In person",1,48,35,0,2.5,2,26,0,.5,1,4,6,0,1,Some,"Graduate degree",Pop,Telepathy,Healthy,Relative,"International aid"
USA,CA,2015,"8         ",Female,13,Right-Handed,167,23,64,2,Car,17,.30,32,Soccer,45,67,99,97,1000,1000,20,"Right foot",8.5,7.5,"Index finger",June,Spring,Yes,No,Pizza/Pasta,Water,Music,5,9,4,"Yes - other","Text messaging",18,10,8,2,3,5,2,2,6,5,6,4,0,1,"A lot","Graduate degree","Punk rock",Telepathy,Happy,"Musician or singer","International aid"
USA,CA,2015,"6         ",Female,12,Right-Handed,171,23,159,1,Walk,5,.444,36,Other,743,856,1000,898,332,305,24,"Left foot",90,80,"Index finger",December,Summer,No,No,Desserts,Water,Art,9,9,4,"Yes - other","In person",10,10,7,9,9,9,9,9,9,8,9,8,9,8,Some,"Graduate degree",Pop,Fly,Happy,Actor,"Wildlife, animals"
USA,CA,2015,"6         ",Female,11,Right-Handed,165,26,158,1,Car,5,.38,50,Soccer,759,695,1000,781,535,535,26,"Same length",70,75,"Ring finger",September,Summer,No,No,Seafood,Water,Music,8,11.5,5,"Yes - broadband connection","In person",0,0,1,.5,15,2,2,.5,.2,.2,.2,1,.1,.5,"A lot","Graduate degree","Heavy metal",Invisibility,Happy,Other,"Arts, culture, sports"
USA,MA,2015,"8         ",Female,13,Ambidextrous,163,24,160,2,Car,7,10.54,46,Dancing,600,450,300,475,100,700,24,"Right foot",70,67,"Index finger",March,Summer,No,No,"No favorite",Juice,Science,9,12,4,"Yes - other","Text messaging",17,31,18,14,14,60,8.5,4,7,15,7,17,0,6,Some,"Graduate degree",Pop,Fly,Rich,Relative,Health
